Univ,College,Major,Continent,Country,Foreign Univ,Semester,Url
KHU,외국어대학,글로벌커뮤니케이션학부,Europe,영국,"University of Leeds, General..",2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2768&b_code=12&page=182&s1=&s2=&b_ex1=&idx_no=340&perpage=15
KHU,문과대학,영어학부,Europe,독일,Karlshochschule Internationa..,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2767&b_code=12&page=182&s1=&s2=&b_ex1=&idx_no=339&perpage=15
KHU,정경대학,무역학과,Europe,네덜란드,HU Hogeschool Utrecht,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2766&b_code=12&page=182&s1=&s2=&b_ex1=&idx_no=338&perpage=15
KHU,국제대학,국제학과,Europe,영국,University of Manchester,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2765&b_code=12&page=182&s1=&s2=&b_ex1=&idx_no=337&perpage=15
KHU,이과대학,생물학과,Northern America,미국,UNCW 연수프로그램 후기,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2764&b_code=12&page=182&s1=&s2=&b_ex1=&idx_no=336&perpage=15
KHU,정경대학,무역학과,etc,말레이시아 HELP CA,말레이시아 HELP CAT,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2763&b_code=12&page=183&s1=&s2=&b_ex1=&idx_no=335&perpage=15
KHU,정경대학,무역학과,etc,인도네시아 Gadjah Mada University 교환학.,인도네시아 Gadjah Mada University 교환학..,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2762&b_code=12&page=183&s1=&s2=&b_ex1=&idx_no=334&perpage=15
KHU,문과대학,국어국문학과,etc,The University of Mancheste,The University of Manchester,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2761&b_code=12&page=183&s1=&s2=&b_ex1=&idx_no=333&perpage=15
KHU,생활과학대학,식품영양학과,etc,University of Leed,University of Leeds,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2760&b_code=12&page=183&s1=&s2=&b_ex1=&idx_no=332&perpage=15
KHU,공과대학,산업경영공학과,etc,UNCW 후,UNCW 후기,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2759&b_code=12&page=183&s1=&s2=&b_ex1=&idx_no=331&perpage=15
KHU,정경대학,무역학과,etc,말레이시아 HELP CA,말레이시아 HELP CAT,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2758&b_code=12&page=183&s1=&s2=&b_ex1=&idx_no=330&perpage=15
KHU,정경대학,행정학과,Europe,영국,University of Leeds,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2757&b_code=12&page=183&s1=&s2=&b_ex1=&idx_no=329&perpage=15
KHU,호텔관광대학,Hospitality경영학부,Europe,오스트리아,MCI 귀국보고서 이지영,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2756&b_code=12&page=183&s1=&s2=&b_ex1=&idx_no=328&perpage=15
KHU,이과대학,지리학과,etc,University of Leed,University of Leeds,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2755&b_code=12&page=183&s1=&s2=&b_ex1=&idx_no=327&perpage=15
KHU,경영대학,경영학부,Europe,스웨덴,Linneaus University (Kalma..,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2754&b_code=12&page=183&s1=&s2=&b_ex1=&idx_no=326&perpage=15
KHU,문과대학,영어학부,etc,영국 University of Leed,영국 University of Leeds,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2753&b_code=12&page=183&s1=&s2=&b_ex1=&idx_no=325&perpage=15
KHU,경영대학,경영학부,Northern America,미국,UNCW,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2752&b_code=12&page=183&s1=&s2=&b_ex1=&idx_no=324&perpage=15
KHU,호텔관광대학,관광학부,Europe,네덜란드,Hogeschool Utrecht University..,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2751&b_code=12&page=183&s1=&s2=&b_ex1=&idx_no=323&perpage=15
KHU,생활과학대학,아동가족학과,etc,영국 University of Leed,영국 University of Leeds,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2748&b_code=12&page=183&s1=&s2=&b_ex1=&idx_no=322&perpage=15
KHU,경영대학,경영학부,etc,칠레 Adolfo Ibáñez 귀국보,칠레 Adolfo Ibáñez 귀국보고,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2747&b_code=12&page=183&s1=&s2=&b_ex1=&idx_no=321&perpage=15
KHU,공과대학,환경학및환경공학과,Asia,말레이시아,Help CAT,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2746&b_code=12&page=184&s1=&s2=&b_ex1=&idx_no=320&perpage=15
KHU,약학대학,한약학과,etc,영국 University of Leed,영국 University of Leeds,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2745&b_code=12&page=184&s1=&s2=&b_ex1=&idx_no=319&perpage=15
KHU,공과대학,건축학과,Northern America,미국,UNCW 귀국보고서,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2744&b_code=12&page=184&s1=&s2=&b_ex1=&idx_no=318&perpage=15
KHU,경영대학,경영학부,etc,UNCW 연수프로그램 귀국보,UNCW 연수프로그램 귀국보고,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2743&b_code=12&page=184&s1=&s2=&b_ex1=&idx_no=317&perpage=15
KHU,생활과학대학,의상학과,Northern America,미국,UNCW,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2742&b_code=12&page=184&s1=&s2=&b_ex1=&idx_no=316&perpage=15
KHU,공과대학,산업경영공학과,etc,영국 University of Leed,영국 University of Leeds,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2741&b_code=12&page=184&s1=&s2=&b_ex1=&idx_no=315&perpage=15
KHU,호텔관광대학,관광학부,etc,프랑스 EPITA 귀국보고,프랑스 EPITA 귀국보고서,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2740&b_code=12&page=184&s1=&s2=&b_ex1=&idx_no=314&perpage=15
KHU,호텔관광대학,관광학부,Asia,말레이시아,HELP CAT,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2739&b_code=12&page=184&s1=&s2=&b_ex1=&idx_no=313&perpage=15
KHU,응용과학대학,응용화학과,Europe,스웨덴,Jönköping University,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2738&b_code=12&page=184&s1=&s2=&b_ex1=&idx_no=312&perpage=15
KHU,이과대학,지리학과,etc,리투아니아 LEU 귀국보고,리투아니아 LEU 귀국보고서,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2737&b_code=12&page=184&s1=&s2=&b_ex1=&idx_no=311&perpage=15
KHU,국제대학,국제학과,Northern America,미국,UNCW  동계국제화연수,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2735&b_code=12&page=184&s1=&s2=&b_ex1=&idx_no=310&perpage=15
KHU,외국어대학,중국어학과,etc,중앙민족대학 귀국보고,중앙민족대학 귀국보고서,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2734&b_code=12&page=184&s1=&s2=&b_ex1=&idx_no=309&perpage=15
KHU,외국어대학,프랑스어학과,etc,말레이시아 HELP CA,말레이시아 HELP CAT,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2733&b_code=12&page=184&s1=&s2=&b_ex1=&idx_no=308&perpage=15
KHU,호텔관광대학,Hospitality경영학부,etc,University of Manchester,,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2732&b_code=12&page=184&s1=&s2=&b_ex1=&idx_no=307&perpage=15
KHU,응용과학대학,우주과학과,etc,맨체스터대학,맨체스터대학교,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2731&b_code=12&page=184&s1=&s2=&b_ex1=&idx_no=306&perpage=15
KHU,경영대학,경영학부,Northern America,미국,UNCW,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2730&b_code=12&page=185&s1=&s2=&b_ex1=&idx_no=305&perpage=15
KHU,정경대학,무역학과,etc,말레이시아 HELP CA,말레이시아 HELP CAT,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2729&b_code=12&page=185&s1=&s2=&b_ex1=&idx_no=304&perpage=15
KHU,예술디자인대학,무용학부,Europe,벨기에,Solvay Brussels school of ..,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2727&b_code=12&page=185&s1=&s2=&b_ex1=&idx_no=303&perpage=15
KHU,생활과학대학,식품영양학과,Asia,말레이시아,HELP CAT,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2726&b_code=12&page=185&s1=&s2=&b_ex1=&idx_no=302&perpage=15
KHU,경영대학,경영학부,Asia,말레이시아,HELP CAT,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2725&b_code=12&page=185&s1=&s2=&b_ex1=&idx_no=301&perpage=15
KHU,공과대학,건축학과,Asia,말레이시아,HELP CAT,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2724&b_code=12&page=185&s1=&s2=&b_ex1=&idx_no=300&perpage=15
KHU,생활과학대학,식품영양학과,Asia,말레이시아,HELP CAT대학교 어학연수 ..,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2723&b_code=12&page=185&s1=&s2=&b_ex1=&idx_no=299&perpage=15
KHU,생명과학대학,식품생명공학과,Asia,말레이시아,HCAT,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2722&b_code=12&page=185&s1=&s2=&b_ex1=&idx_no=298&perpage=15
KHU,정경대학,경제학과,etc,말레이시아 HELP 방학연수 프로그램 후.,말레이시아 HELP 방학연수 프로그램 후..,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2721&b_code=12&page=185&s1=&s2=&b_ex1=&idx_no=297&perpage=15
KHU,공과대학,화학공학과,Europe,영국,University of Manchester,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2720&b_code=12&page=185&s1=&s2=&b_ex1=&idx_no=296&perpage=15
KHU,국제대학,국제학과,Europe,영국,맨체스터대학교,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2719&b_code=12&page=185&s1=&s2=&b_ex1=&idx_no=295&perpage=15
KHU,이과대학,지리학과,Asia,말레이시아,HELP CAT,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2718&b_code=12&page=185&s1=&s2=&b_ex1=&idx_no=294&perpage=15
KHU,이과대학,지리학과,Europe,영국,"University of Leeds, AEBM Progra..",2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2717&b_code=12&page=185&s1=&s2=&b_ex1=&idx_no=293&perpage=15
KHU,호텔관광대학,관광학부,etc,말레샤 HELP후,말레샤 HELP후기,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2716&b_code=12&page=185&s1=&s2=&b_ex1=&idx_no=292&perpage=15
KHU,외국어대학,중국어학과,Asia,중국,절강대학교,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2715&b_code=12&page=185&s1=&s2=&b_ex1=&idx_no=291&perpage=15
KHU,생활과학대학,아동가족학과,Asia,말레이시아,HELP CAT,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2714&b_code=12&page=186&s1=&s2=&b_ex1=&idx_no=290&perpage=15
KHU,공과대학,산업경영공학과,Northern America,미국,University of North Carolina..,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2713&b_code=12&page=186&s1=&s2=&b_ex1=&idx_no=289&perpage=15
KHU,정경대학,경제학과,Europe,핀란드,Acada University of Applie..,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2712&b_code=12&page=186&s1=&s2=&b_ex1=&idx_no=288&perpage=15
KHU,외국어대학,중국어학과,Asia,중국,절강대학교,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2710&b_code=12&page=186&s1=&s2=&b_ex1=&idx_no=287&perpage=15
KHU,정경대학,정치외교학과,Asia,말레이시아,Universiti of Malaya,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2709&b_code=12&page=186&s1=&s2=&b_ex1=&idx_no=286&perpage=15
KHU,정경대학,언론정보학과,Europe,핀란드,Oulu University of Applied..,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2708&b_code=12&page=186&s1=&s2=&b_ex1=&idx_no=285&perpage=15
KHU,국제대학,국제학과,Southern America,콜롬비아,Universidad EAFIT,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2706&b_code=12&page=186&s1=&s2=&b_ex1=&idx_no=284&perpage=15
KHU,호텔관광대학,Hospitality경영학부,Europe,스웨덴,Malmö University,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2703&b_code=12&page=186&s1=&s2=&b_ex1=&idx_no=283&perpage=15
KHU,경영대학,경영학부,Europe,핀란드,Oulu University of Applied..,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2702&b_code=12&page=186&s1=&s2=&b_ex1=&idx_no=282&perpage=15
KHU,호텔관광대학,Hospitality경영학부,Europe,프랑스,IPAG Business School,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2701&b_code=12&page=186&s1=&s2=&b_ex1=&idx_no=281&perpage=15
KHU,국제대학,국제학과,Europe,헝가리,University of Pecs,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2695&b_code=12&page=186&s1=&s2=&b_ex1=&idx_no=280&perpage=15
KHU,예술·디자인대학,연극영화학과,Europe,스웨덴,Linkoping University,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2693&b_code=12&page=186&s1=&s2=&b_ex1=&idx_no=279&perpage=15
KHU,생활과학대학,의상학과,etc,U.S.A,Northeastern Illinois Univer..,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2692&b_code=12&page=186&s1=&s2=&b_ex1=&idx_no=278&perpage=15
KHU,경영대학,경영학부,etc,2015 Global CSR Field Tri,2015 Global CSR Field Trip,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2691&b_code=12&page=186&s1=&s2=&b_ex1=&idx_no=277&perpage=15
KHU,정경대학,행정학과,Asia,인도네시아,2015 Global CSR Field ..,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2690&b_code=12&page=186&s1=&s2=&b_ex1=&idx_no=276&perpage=15
KHU,경영대학,경영학부,etc,CSR전공연수 프로그램 in 인도네시아 .,CSR전공연수 프로그램 in 인도네시아 ..,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2689&b_code=12&page=187&s1=&s2=&b_ex1=&idx_no=275&perpage=15
KHU,호텔관광대학,Hospitality경영학부,Europe,스웨덴,Linnaeus University 귀국보..,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2688&b_code=12&page=187&s1=&s2=&b_ex1=&idx_no=274&perpage=15
KHU,호텔관광대학,Hospitality경영학부,etc,2014 호주 언어 연,2014 호주 언어 연수,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2687&b_code=12&page=187&s1=&s2=&b_ex1=&idx_no=273&perpage=15
KHU,외국어대학,프랑스어학과,Northern America,캐나다,University of Victoria,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2686&b_code=12&page=187&s1=&s2=&b_ex1=&idx_no=272&perpage=15
KHU,정경대학,행정학과,etc,2015 Global CSR Field Tri,2015 Global CSR Field Trip,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2685&b_code=12&page=187&s1=&s2=&b_ex1=&idx_no=271&perpage=15
KHU,응용과학대학,응용수학과,Northern America,캐나다,University of Victoria,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2682&b_code=12&page=187&s1=&s2=&b_ex1=&idx_no=270&perpage=15
KHU,자율전공학과,자율전공학과,etc,CSR 전공연수 프로그램 후,CSR 전공연수 프로그램 후기,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2674&b_code=12&page=187&s1=&s2=&b_ex1=&idx_no=269&perpage=15
KHU,정경대학,무역학과,Northern America,캐나다,University of Victoria 동계어학..,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2672&b_code=12&page=187&s1=&s2=&b_ex1=&idx_no=268&perpage=15
KHU,자율전공학과,자율전공학과,etc,인도네시아 국립대학교 CSR 현장연,인도네시아 국립대학교 CSR 현장연수,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2671&b_code=12&page=187&s1=&s2=&b_ex1=&idx_no=267&perpage=15
KHU,호텔관광대학,관광학부,Northern America,캐나다,University of Victoria,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2665&b_code=12&page=187&s1=&s2=&b_ex1=&idx_no=266&perpage=15
KHU,공과대학,산업경영공학과,Oceania,호주,2014 동계 연수 Macquarie Univers..,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2660&b_code=12&page=187&s1=&s2=&b_ex1=&idx_no=265&perpage=15
KHU,미술대학,미술학부,Oceania,호주,Macquarie University 2014 동계화연..,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2654&b_code=12&page=187&s1=&s2=&b_ex1=&idx_no=264&perpage=15
KHU,전자정보대학,컴퓨터공학과,Northern America,캐나다,University of Victoria 1달 연..,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2653&b_code=12&page=187&s1=&s2=&b_ex1=&idx_no=263&perpage=15
KHU,경영대학,경영학부,Oceania,호주,2014 동계 국제화연수프로그램..,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2650&b_code=12&page=187&s1=&s2=&b_ex1=&idx_no=262&perpage=15
KHU,공과대학,산업경영공학과,Oceania,호주,2014 동계 국제화 연수,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2637&b_code=12&page=187&s1=&s2=&b_ex1=&idx_no=261&perpage=15
KHU,정경대학,정치외교학과,Europe,에스토니아,Tallinn University 귀국..,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2630&b_code=12&page=188&s1=&s2=&b_ex1=&idx_no=260&perpage=15
KHU,외국어대학,중국어학과,etc,［중국］청도대학교 귀국보고,［중국］청도대학교 귀국보고서,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2626&b_code=12&page=188&s1=&s2=&b_ex1=&idx_no=259&perpage=15
KHU,공과대학,화학공학과,Oceania,호주,2014 동계 국제화 연수 : Macq..,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2615&b_code=12&page=188&s1=&s2=&b_ex1=&idx_no=258&perpage=15
KHU,호텔관광대학,Hospitality경영학부,Northern America,캐나다,University of Victoria,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2612&b_code=12&page=188&s1=&s2=&b_ex1=&idx_no=257&perpage=15
KHU,이과대학,생물학과,Northern America,캐나다,University of Victoria,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2611&b_code=12&page=188&s1=&s2=&b_ex1=&idx_no=256&perpage=15
KHU,경영대학,경영학부,Asia,대만,국립성공대학교,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2606&b_code=12&page=188&s1=&s2=&b_ex1=&idx_no=255&perpage=15
KHU,외국어대학,중국어학과,Asia,중국,청도대학교 귀국보고서,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2605&b_code=12&page=188&s1=&s2=&b_ex1=&idx_no=254&perpage=15
KHU,외국어대학,한국어학과,Asia,중국,청도대학교 귀국보고서,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2604&b_code=12&page=188&s1=&s2=&b_ex1=&idx_no=253&perpage=15
KHU,국제대학,국제학과,Europe,헝가리,University of Pecs,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2601&b_code=12&page=188&s1=&s2=&b_ex1=&idx_no=252&perpage=15
KHU,정경대학,사회학과,Asia,홍콩,City University of Hong Kong,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2599&b_code=12&page=188&s1=&s2=&b_ex1=&idx_no=251&perpage=15
KHU,공과대학,화학공학과,Northern America,캐나다,University of Victoria,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2596&b_code=12&page=188&s1=&s2=&b_ex1=&idx_no=250&perpage=15
KHU,정경대학,정치외교학과,Oceania,호주,"2014 영어권 동계 국제화 연수, 맥..",2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2595&b_code=12&page=188&s1=&s2=&b_ex1=&idx_no=249&perpage=15
KHU,문과대학,국어국문학과,Northern America,캐나다,University of Victoria 연수 귀..,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2593&b_code=12&page=188&s1=&s2=&b_ex1=&idx_no=248&perpage=15
KHU,외국어대학,중국어학과,Northern America,캐나다,Univiersity of Victoria,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2590&b_code=12&page=188&s1=&s2=&b_ex1=&idx_no=247&perpage=15
KHU,경영대학,경영학부,Northern America,미국,Northeastern Illinois University..,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2585&b_code=12&page=188&s1=&s2=&b_ex1=&idx_no=246&perpage=15
KHU,외국어대학,중국어학과,Oceania,호주,"2014 영어권 동계 국제화 연수, 맥..",2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2580&b_code=12&page=189&s1=&s2=&b_ex1=&idx_no=245&perpage=15
KHU,공과대학,사회기반시스템공학과,Northern America,캐나다,"Canada, University of Victo..",2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2576&b_code=12&page=189&s1=&s2=&b_ex1=&idx_no=244&perpage=15
KHU,정경대학,무역학과,Europe,핀란드,Abo Akademi University  귀국..,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2575&b_code=12&page=189&s1=&s2=&b_ex1=&idx_no=243&perpage=15
KHU,호텔관광대학,Hospitality경영학부,Europe,독일,ISM Frankfurt 귀국보고서,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2572&b_code=12&page=189&s1=&s2=&b_ex1=&idx_no=242&perpage=15
KHU,정경대학,언론정보학과,Europe,에스토니아,Tallinn University,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2565&b_code=12&page=189&s1=&s2=&b_ex1=&idx_no=241&perpage=15
KHU,정경대학,언론정보학과,Europe,라트비아,Turiba 귀국보고서,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2564&b_code=12&page=189&s1=&s2=&b_ex1=&idx_no=240&perpage=15
KHU,국제대학,국제학과,Europe,핀란드,VAMK 귀국보고서,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2563&b_code=12&page=189&s1=&s2=&b_ex1=&idx_no=239&perpage=15
KHU,경영대학,경영학부,Northern America,미국,Saginaw Valley State University ..,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2561&b_code=12&page=189&s1=&s2=&b_ex1=&idx_no=238&perpage=15
KHU,약학대학,한약학과,Oceania,호주,"2014 영어권 동계 국제화 연수, 맥..",2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2559&b_code=12&page=189&s1=&s2=&b_ex1=&idx_no=237&perpage=15
KHU,문과대학,국어국문학과,Northern America,캐나다,University of Victoria 동계 어학..,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2558&b_code=12&page=189&s1=&s2=&b_ex1=&idx_no=236&perpage=15
KHU,문과대학,국어국문학과,Europe,스웨덴,Jonkiping University,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2557&b_code=12&page=189&s1=&s2=&b_ex1=&idx_no=235&perpage=15
KHU,이과대학,지리학과,Northern America,캐나다,University of Victoria 동계어학연..,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2554&b_code=12&page=189&s1=&s2=&b_ex1=&idx_no=234&perpage=15
KHU,공과대학,산업경영공학과,Oceania,호주,"2014 영어권 동계 국제화 연수, 맥..",2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2548&b_code=12&page=189&s1=&s2=&b_ex1=&idx_no=233&perpage=15
KHU,무용학부,무용학부,Northern America,캐나다,University of Victoria 어학연..,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2546&b_code=12&page=189&s1=&s2=&b_ex1=&idx_no=232&perpage=15
KHU,경영대학,경영학부,etc,오스트리아 FHV 귀국보고,오스트리아 FHV 귀국보고서,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2544&b_code=12&page=189&s1=&s2=&b_ex1=&idx_no=231&perpage=15
KHU,문과대학,영어학부,Europe,프랑스,IPAG Business School (Nice..,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2537&b_code=12&page=190&s1=&s2=&b_ex1=&idx_no=230&perpage=15
KHU,외국어대학,중국어학과,Asia,중국,청도 대학교,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2536&b_code=12&page=190&s1=&s2=&b_ex1=&idx_no=229&perpage=15
KHU,체육대학,태권도학과,Northern America,캐나다,University of Victoria 동계어학연..,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2535&b_code=12&page=190&s1=&s2=&b_ex1=&idx_no=228&perpage=15
KHU,경영대학,경영학부,etc,2015 Global CSR Field Trip 귀국보고.,2015 Global CSR Field Trip 귀국보고..,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2534&b_code=12&page=190&s1=&s2=&b_ex1=&idx_no=227&perpage=15
KHU,이과대학,지리학과,Oceania,호주,"2014 영어권 동계 국제화 연수, 맥..",2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2533&b_code=12&page=190&s1=&s2=&b_ex1=&idx_no=226&perpage=15
KHU,이과대학,화학과,Oceania,호주,2014 동계방학 국제화연수 프로..,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2527&b_code=12&page=190&s1=&s2=&b_ex1=&idx_no=225&perpage=15
KHU,외국어대학,일본어학과,Oceania,호주,2014 영어권 동계 국제화 연수,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2525&b_code=12&page=190&s1=&s2=&b_ex1=&idx_no=224&perpage=15
KHU,한의과대학,한의학과,etc,University of Victoria 동계어학연수프로그.,University of Victoria 동계어학연수프로그..,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2524&b_code=12&page=190&s1=&s2=&b_ex1=&idx_no=223&perpage=15
KHU,외국어대학,중국어학과,Asia,대만,중국문화대학교 교환학생 후기,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2522&b_code=12&page=190&s1=&s2=&b_ex1=&idx_no=222&perpage=15
KHU,문과대학,국어국문학과,etc,University of North Carolina Wilming.,University of North Carolina Wilming..,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2521&b_code=12&page=190&s1=&s2=&b_ex1=&idx_no=221&perpage=15
KHU,경영대학,회계ㆍ세무학과,etc,2015 Global CSR Field Trip 귀국보고.,2015 Global CSR Field Trip 귀국보고..,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2519&b_code=12&page=190&s1=&s2=&b_ex1=&idx_no=220&perpage=15
KHU,경영대학,경영학부,Oceania,호주,"2014 영어권 동계 국제화 연수, 맥..",2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2518&b_code=12&page=190&s1=&s2=&b_ex1=&idx_no=219&perpage=15
KHU,호텔관광대학,Hospitality경영학부,Asia,홍콩,City University of Hong Kong 귀..,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2515&b_code=12&page=190&s1=&s2=&b_ex1=&idx_no=218&perpage=15
KHU,외국어대학,중국어학과,etc,대만 중국문화대학,대만 중국문화대학교,2014-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=2513&b_code=12&page=190&s1=&s2=&b_ex1=&idx_no=217&perpage=15
